id,event_id,date,last_seen,country,event_type,certainty,disinfo_subtype,info_class,info_type,threat_level,headline,summary,escalation_outcome,actors,platforms,spread,disinfo_confidence,detection_method,data_source,observation_count,status,content_observed,last_observation,source_urls,source_publishers,narrative_families
report_synthesis-009,report_synthesis-009,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,HATE_SPEECH,,Cattle rustling to tribal war narrative escalation,"Specific cattle rustling incident by individuals rapidly generalized to entire tribe through incitement. Narrative frames criminal act as tribal war. Mechanism documented: ""a criminal issue into a tribal war""",Criminal incident transformed to ethnic mobilization,"[""['Incitement amplifiers', 'Youth networks']""]","[""['Social media', 'Oral networks']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,KII-SAMBURU-001,
report_synthesis-038,report_synthesis-038,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Diaspora-originated inflammatory content,"Diaspora operatives based in Europe, North America, Gulf states produce inflammatory content without exposure to local consequences. Content reaches domestic audiences without accountability.",Accountability-free incitement reaching domestic populations,"[""['Diaspora content creators', 'Diaspora influencers']""]","[""['Social media', 'YouTube', 'Facebook', 'WhatsApp']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Diaspora section,
report_synthesis-025,report_synthesis-025,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Eastleigh economic competition and xenophobia,Economic competition over business ownership framed as existential threat. Somali communities facing xenophobic narratives in major commercial hub.,"Business discrimination, community tensions","[""['Competing business communities', 'Incitement networks']""]","[""['Social media', 'Business networks']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Kenya narrative section,
report_synthesis-006,report_synthesis-006,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Isiolo Resort City development incitement,"Identity-based incitement framing communities as displaced by Resort City development project. Youth mobilized using frames of ""immigrants,"" ""invaders,"" and ""outsiders"" against communities viewed as displaced.",Youth mobilization against perceived displaced communities,"[""['Youth mobilization networks', 'Incitement originators']""]","[""['Social media', 'Street networks']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,KII-ISIOLO-001,
report_synthesis-019,report_synthesis-019,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Kenyatta deepfake voice cloning,Deepfake audio replicating voice and accent of political figure. Demonstrates AI capability to replicate speaker characteristics with high fidelity.,Political delegitimization through false statements,"[""['AI deepfake creator']""]","[""['Social media']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Kenya AI section,
report_synthesis-002,report_synthesis-002,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,HATE_SPEECH,,MCA wedding gown deepfake,AI-generated deepfake image of a municipal councilor in a wedding gown designed to maximize cultural offense using knowledge of Islamic norms. Functioned as delegitimization causing sustained community tension without formal de-escalation.,"MCA authority undermined, community tension, no prosecution of perpetrators","[""['AI deepfake creator', 'Political opponents (assumed)', 'MCA target']""]","[""['Social media']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,KII-NCTC-NAT-001,
report_synthesis-003,report_synthesis-003,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Samburu conservancy gazette rumor,"False rumor spread via local gossip networks that conservancy land was being gazeted for national park conversion, threatening pastoral livelihoods. Morans mobilized for pre-emptive strike but were stopped when Samburu chief called emergency Baraza and government officials publicly debunked within 24-48 hours.",Pre-emptive strike mobilization reversed by authority + face-to-face debunking,"[""['Community gossip spreaders', 'Morans (youth)', 'Samburu Chief', 'Government officials']""]","[""['Oral networks', 'Local community channels']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,KII-SAMBURU-001,
report_synthesis-007,report_synthesis-007,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Somali takeover narrative (Kamkunji/Eastleigh),"Narrative of ""Somali takeover"" framing economic competition over business ownership and housing as existential threat. Fueled by phenotype-based slurs (""Nywele Ngumi na Nywele Nyepesi"") and collective blame mechanisms.",Community fear and mobilization against Somali residents,"[""['Social media incitement sources', 'Community networks amplifying fear']""]","[""['Social media', 'Community networks']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,KII-NAIROBI-005,
report_synthesis-023,report_synthesis-023,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,PROPAGANDA,,Telegram religious extremism channels,Telegram channels containing radicalization content in border and coastal regions. Religious justification narratives concentrated in these channels.,Radicalization and recruitment,"[""['Channel creators', 'Radicalization content producers']""]","[""['Telegram']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Kenya religious section,
report_synthesis-032,report_synthesis-032,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Vernacular radio call-in ethnic incitement,Vernacular radio call-in programs enable real-time amplification with cultural trust. Callers use coded language to incite ethnic mobilization while maintaining plausible deniability.,Real-time ethnic mobilization activation,"[""['Radio callers', 'Radio station operators', 'Incitement coordinators']""]","[""['Vernacular radio']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Kenya amplification section,
report_synthesis-037,report_synthesis-037,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Youth recruitment for frontline physical violence,Young men recruited for physical action and radicalized to go to the frontline. Gender dynamics show differential targeting of young men for violence vs. young women.,Recruitment for gang violence and communal conflict,"[""['Recruitment networks', 'Political operatives', 'Youth participants']""]","[""['Street networks', 'Social media', 'Family networks']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Youth section,
field_kenya-027,field_kenya-027,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,governance_disinformation,CORROBORATED,DISINFO,P2 HIGH,"Blue Economy Ocean Hoax: ""Government selling the ocean to foreigners""","False narrative circulated in Kilifi coastal communities claiming ""the government is selling the ocean to foreigners and our local fishermen will be arrested."" FGD participants (KILIFI-003-006) reported the narrative creates ""a feeling of an existential threat — people feel like their source of life is being taken away."" The disinformation misrepresents blue economy policy as government theft of coastal resources.",Community resistance to blue economy policy; potential for resource conflict,"['WhatsApp groups', 'Local community leaders', 'Anti-government networks']","['WhatsApp', 'Facebook', 'Community meetings']",4.0,HIGH,iris_field_research,Catalogue,0,active,False,,,FGD KILIFI-003-006 (Phase A Kenya FGD Extractions),
field_kenya-033,field_kenya-033,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,ethnic_disinformation,PATTERN,HATE_SPEECH,P2 HIGH,"Upcountry Takeover Narrative: ""Watu wa Bara are coming to take our ancestral land""","KILIFI-003-003: ""Every time a big project comes to Kilifi, messages spread on WhatsApp saying 'The Upcountry people (Watu wa Bara) are coming to take our ancestral land again.' This narrative has caused distrust and chaos between different communities living in Kilifi."" Escalation documented: ""Just last month, there was a call to stop the surveyors from accessing some pieces of land by any means necessary.""",Surveyor blockade attempted; inter-community distrust,"['WhatsApp group administrators', 'Local political actors']","['WhatsApp', 'Community gatherings']",4.0,HIGH,iris_field_research,Catalogue,0,active,False,,,FGD KILIFI-003-003 (Phase A Kenya FGD Extractions),
field_kenya-050,field_kenya-050,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,diaspora_disinfo,CORROBORATED,PROPAGANDA,P2 HIGH,Digital Mercenaries: Diaspora-produced inflammatory content from Europe/North America,"KII-NCTC-NAT-001: ""Digital Mercenaries in the Diaspora — people sitting in Europe or North America who produce highly inflammatory content because they don't face the physical consequences of a riot here."" Also described: ""Women being recruited as couriers of information because they are less suspected by security agencies.""",Remote production of content causing local physical consequences,"['Diaspora digital mercenaries', 'VE sympathizers', 'Women recruitees']","['Telegram', 'TikTok', 'Facebook', 'WhatsApp']",5.0,HIGH,iris_field_research,Catalogue,0,active,False,,,KII-NCTC-NAT-001 (Phase A Kenya KII Extractions),
report_synthesis-029,report_synthesis-029,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Kenya press freedom deterioration,Freedom House scored Kenya 58/100 (Partly Free) during review period—largest single-year decline. Deteriorating press freedom conditions.,Reduced press freedom and media independence,"[""['Freedom House assessors', 'Kenyan government restrictions']""]","[""['Media ecosystem']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Kenya institutional section,
report_synthesis-034,report_synthesis-034,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,HATE_SPEECH,,Online gender-based violence against women peace leaders,Women leaders face systematic online reputation attacks designed to silence them from peace work. OGBV targets women specifically where their peace credibility is highest.,"Silencing of women peace agents, reduced peace work capacity","[""['Online attackers', 'Political opponents', 'Incitement coordinators']""]","[""['Social media', 'Twitter', 'Facebook']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Gender section,
report_synthesis-033,report_synthesis-033,2025-01-01,2025-01-01,Kenya,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Political youth street mobilization networks,"Youth at street bases (""mtaani""), boda-boda stages, car washes, maskanis serve as amplification nodes for political incitement. Coordinated recruitment for physical mobilization.","Physical mobilization for violence, gang activation","[""['Youth recruiters', 'Street-level political operatives', 'Youth participants']""]","[""['Street networks', 'Informal youth congregation points']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Kenya mobilization section,
report_synthesis-035,report_synthesis-035,2025-01-01,2025-01-01,Regional,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Economic harm during conflict targeting women,"Women documented as ""shock absorbers"" during conflict. When narratives lead to riots, men go to street while women absorb economic costs of property loss, business disruption, food insecurity.","Female-headed household impoverishment, economic vulnerability","[""['Conflict actors', 'Economic disruption from incitement']""]","[""['Conflict mobilization']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Gender section,
report_synthesis-030,report_synthesis-030,2025-01-01,2025-01-01,Regional,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,WhatsApp clan/family group amplification networks,WhatsApp family and clan groups function as primary amplification networks for incitement. Encrypted channels enable rapid spread of coded language and conspiracy narratives.,Rapid domestic amplification of incitement,"[""['Clan networks', 'Family groups', 'Amplification propagators']""]","[""['WhatsApp']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - multiple sections,
report_synthesis-021,report_synthesis-021,2025-01-01,2025-01-01,Somalia,CONFIRMED,Confirmed Disinformation,,VERIFIED,PROPAGANDA,,Al-Shabaab religious recruitment messaging,"Al-Shabaab recruitment narratives using religious justification: ""Isku raaca Ahlul Xaq; hadii guri ka dhinto, waa shahiid"" (Join the People of Truth; if you die at home, you are a martyr). Beneath ideological framing lies coercive extraction.","Forced recruitment, financial extraction ($500 per family exemption), radicalization","[""['Al-Shabaab organization', 'Recruitment networks']""]","[""['Telegram', 'WhatsApp', 'In-person networks']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,KII-MOG-MS,
report_synthesis-039,report_synthesis-039,2025-01-01,2025-01-01,Somalia,CONFIRMED,Confirmed Disinformation,,VERIFIED,HATE_SPEECH,,Clan-based collective blame for security incidents,Collective blame attributes responsibility for security failures or attacks to entire clan groups rather than individuals. Mechanism rapidly activates clan-based mobilization.,"Clan-based mobilization, cycles of retaliation","[""['Blame narratives originators', 'Clan mobilization networks']""]","[""['Social media', 'Clan networks']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Somalia section,
report_synthesis-013,report_synthesis-013,2025-01-01,2025-01-01,Somalia,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Mogadishu clan-framed eviction,Documented evictions in Mogadishu framed along clan lines. Government action weaponized clan identity for displacement. Documented by women leader respondent.,Clan-based displacement and offline violence,"[""['Government authorities', 'Clan-based mobilization']""]","[""['Government action', 'Clan networks']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,FGD-KIS-Women (Kismayo),
field_somalia-031,field_somalia-031,2025-01-01,2025-01-01,Somalia,CONFIRMED,Confirmed Disinformation,VE_propaganda,CORROBORATED,PROPAGANDA,P2 HIGH,"""Dimuquraadiyadda Shirkiga Ah"": Al-Shabaab equates democracy with theological corruption","Emerging phrases from Al-Shabaab and religious hardliners: ""Dimuquraadiyadda Shirkiga Ah"" (Shirk-based Democratic Governance) and hashtag ""Xalku waa Shareecada"" (The Solution is Sharia). These frame FGS/FMS governance as un-Islamic. KII Mogadishu: Government opponents use ""Calmaaniyad"" (Secularism) as a delegitimizing label. Combined with ""Murtad"" (Apostate) framing of SNA soldiers.",Delegitimization of democratic governance; VE recruitment,"['Al-Shabaab media cells', 'Religious hardliners', 'Anonymous Facebook pages']","['Facebook', 'TikTok', 'Telegram', 'Radio', 'Dawrah sessions']",5.0,HIGH,iris_field_research,Catalogue,0,active,False,,; ,KII Mogadishu MS; Somalia All Extractions (Section 1),
field_somalia-032,field_somalia-032,2025-01-01,2025-01-01,Somalia,CONFIRMED,Confirmed Disinformation,VE_propaganda,PATTERN,PROPAGANDA,P2 HIGH,"""Saliibiyiin"" Crusader Framing: ATMIS/AUSSOM forces framed as Christian religious invasion","Al-Shabaab uses terms ""Saliib/Saliibiyiin"" (Christian Crusaders) and ""Gaal/Gaalo"" (Non-believers) to frame ATMIS/AUSSOM and American military presence as a religious invasion. KII data: ""Applied to ATMIS/AUSSOM, American troops; frames foreign military presence as religious invasion."" Combined with NCTC Kenya data on Somalia transition creating ""chatter spike among extremist sympathizers on Telegram.""",Delegitimization of peace operations; recruitment framing,"['Al-Shabaab propaganda', 'Telegram channels', 'Radio (Buula Fuulay, Bariire)']","['Telegram', 'Facebook', 'Radio', 'Dawrah sessions', 'YouTube']",5.0,HIGH,iris_field_research,Catalogue,0,active,False,,; ,KII Mogadishu; Somalia All Extractions (Section 1.1),
field_somalia-033,field_somalia-033,2025-01-01,2025-01-01,Somalia,CONFIRMED,Confirmed Disinformation,clan_hate_speech,PATTERN,HATE_SPEECH,P3 MEDIUM,Laandheere vs. Langaab clan supremacy: Clan hierarchy enforced through social media hate speech,"Pervasive clan-based hate speech: ""Laandheere"" (long recognized lineage = superior) vs. ""Langaab"" (less recognized = inferior). KII/FGD data: used as insults denoting inferiority, reinforcing clan hierarchy, driving exclusionary practices in hiring and land access. Increasingly visible on social media alongside traditional offline use in markets and barazas.",Exclusionary practices in hiring and land access,"['Community members', 'Political communicators', 'Social media users']","['Facebook', 'TikTok', 'Markets', 'Barazas', 'In-person']",4.0,HIGH,iris_field_research,Catalogue,0,active,False,,; ,KII/FGD Somalia (Section 1.2); Somalia All Extractions,
field_somalia-040,field_somalia-040,2025-01-01,2025-01-01,Somalia,CONFIRMED,Confirmed Disinformation,foreign_disinformation,CORROBORATED,DISINFO,P3 MEDIUM,"Matt Bryden ""Somalia is becoming a Jihadi State"" foreign disinformation article","KII Mogadishu (MS): ""Article by Matt Bryden titled 'Somalia is becoming a Jihadi State' branded Somali people as 'resistant to adapting democratic ideals and very radical and intolerant.'"" Also falsely claimed Al-Shabaab has ""widespread public acceptance"" and conducts humanitarian work. Government Strategic Communication Unit countered the narrative; statistics showed recruitment declining.",International reputational damage; exploited by local political opponents,"['Matt Bryden (foreign analyst)', 'Media amplifiers', 'FGS counter-narrative unit']","['International media', 'Social media', 'Government channels']",4.0,HIGH,iris_field_research,Catalogue,0,active,False,,,"KII Mogadishu MS (Somalia All Extractions, Section 1.1)",
report_synthesis-016,report_synthesis-016,2025-01-01,2025-01-01,South Sudan,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Cabinet Minister hostile/friendly counties designation,"Cabinet Affairs Minister classified Nuer-majority counties as ""hostile"" while designating others ""friendly."" State deployment of delegitimization language for military justification, signaling normalization of ethnic targeting.",Ethnic targeting legalized through administrative language,"[""['Cabinet Affairs Minister', 'Government apparatus']""]","[""['Official government statements']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - South Sudan section,
report_synthesis-036,report_synthesis-036,2025-01-01,2025-01-01,South Sudan,CONFIRMED,Confirmed Disinformation,,VERIFIED,DISINFO,,Clubhouse diaspora long-form incitement orchestration,Clubhouse uniquely significant in South Sudan for diaspora long-form incitement enabling resource coordination to armed groups. Extended sessions serve as orchestration space distinct from real-time broadcast.,"Resource coordination for armed groups, military mobilization","[""['Diaspora originators on Clubhouse', 'Armed group coordinators']""]","[""['Clubhouse']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,KII-SS021,
report_synthesis-015,report_synthesis-015,2025-01-01,2025-01-01,South Sudan,CONFIRMED,Confirmed Disinformation,,VERIFIED,HATE_SPEECH,,Shelohim Majan AI-generated content,"AI-generated images falsely linking attractive women to Nasir, framed as ""rewards or trophies of war."" Weaponizes sexual violence narrative through synthetic content.","Normalization of sexual violence rhetoric, women trafficking risk","[""['AI content creators', 'Military actors (implied beneficiaries)']""]","[""['Social media']""]",3,CONFIRMED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - South Sudan section,
field_south_sudan-021,field_south_sudan-021,2025-01-01,2025-01-01,South Sudan,CONFIRMED,Confirmed Disinformation,cross_border_incitement,VERIFIED,INCITEMENT,P1 CRITICAL,"Al-Kanabi retaliatory narratives: ""Burning, evacuation, killing, and looting"" revenge calls","KII SS011: Following attack in Al-Jazirah State (Sudan) targeting South Sudanese nationals, retaliatory narratives rapidly spread: ""burning, evacuation, killing, and looting."" From Sudanese side: ""slave,"" ""don't buy a slave without a stick"" (Arab supremacist framing). From South Sudanese side: ""colonizers,"" ""prostitutes."" Paid/coordinated accounts noted. Government only responded 4 days after street attacks on Sudanese in Juba.",Street attacks on Sudanese in Juba; curfews; social media shutdown,"['Paid/coordinated accounts', 'Political figures', 'Diaspora (Kenyan activist on X Spaces)']","['Facebook', 'TikTok', 'WhatsApp', 'X Spaces']",7.0,HIGH,iris_field_research,Catalogue,0,active,False,,,KII SS011 (Phase A KII Extractions SS011-SS015),
ANNEX-001,ANNEX-001,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Government troll network manufactures pro-government trends,Government troll network manufactures pro-government trends,,['Kenya government troll network'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-002,ANNEX-002,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,"Network earns KES 25,000-50,000 per day for manipulation operations","Network earns KES 25,000-50,000 per day for manipulation operations",,['Individual paid operators'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-004,ANNEX-004,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Kikuyu community complicit in political capture under President Ruto,Kikuyu community complicit in political capture under President Ruto,,"['Political operatives', 'Opposition-aligned influencers']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-011,ANNEX-011,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,President Ruto is planning to remove the Chief Justice ahead of 2027 elections due to her ethnicity,President Ruto is planning to remove the Chief Justice ahead of 2027 elections due to her ethnicity,,['Rigathi Gachagua'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-016,ANNEX-016,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Hanifa Adan is a foreigner,Hanifa Adan is a foreigner,,['State-aligned trolls'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-017,ANNEX-017,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Hanifa Adan is a Somali terrorist,Hanifa Adan is a Somali terrorist,,['State-aligned trolls'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-021,ANNEX-021,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Gen Z protests are foreign-funded and illegitimate,Gen Z protests are foreign-funded and illegitimate,,"['527 bloggers network', 'State House Kenya']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-022,ANNEX-022,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,State-sponsored social media manipulation to discredit youth movements,State-sponsored social media manipulation to discredit youth movements,,"['Kenyan government', '527 bloggers']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-028,ANNEX-028,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Deepfake face-swaps used to discredit opposition leaders,Deepfake face-swaps used to discredit opposition leaders,,['State-aligned propaganda operatives'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-029,ANNEX-029,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Luo communities are politically unreliable,Luo communities are politically unreliable,,"['Political leaders', 'Ethnic community networks']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-035,ANNEX-035,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Raila Odinga died,Raila Odinga died,,['Nyeri Governor Mutahi Kahiga'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-036,ANNEX-036,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Open Society Foundation funding civil society as foreign interference,Open Society Foundation funding civil society as foreign interference,,['Pro-government coordinated accounts'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-037,ANNEX-037,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Islamophobic imagery targeting Somali-Kenyan journalists,Islamophobic imagery targeting Somali-Kenyan journalists,,['State trolls'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-038,ANNEX-038,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Kikuyu community should hold leadership in Nairobi based on their business dominance,Kikuyu community should hold leadership in Nairobi based on their business dominance,,['Rigathi Gachagua'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-042,ANNEX-042,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Coordinated hashtag weaponization including #43against1,Coordinated hashtag weaponization including #43against1,,['Political operatives'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-043,ANNEX-043,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Coordinated hashtag manipulation campaigns targeting 2027 elections,Coordinated hashtag manipulation campaigns targeting 2027 elections,,"['State-affiliated networks', 'Opposition-aligned networks']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-044,ANNEX-044,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Funds stolen in Minnesota fraud scandal were used to build BBS Mall in Eastleigh by Somali community,Funds stolen in Minnesota fraud scandal were used to build BBS Mall in Eastleigh by Somali community,,['Rigathi Gachagua'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-050,ANNEX-050,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,MP Salasya made inflammatory remarks on social media targeting specific communities,MP Salasya made inflammatory remarks on social media targeting specific communities,,['Peter Salasya'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-051,ANNEX-051,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,US pressured Kenya to halt trade talks with China,US pressured Kenya to halt trade talks with China,,['Unknown social media actors'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-054,ANNEX-054,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Forged IFES documents circulating in Kenya,Forged IFES documents circulating in Kenya,,['Unknown AI disinformation actors'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-055,ANNEX-055,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Government's 10-Point reform agenda is a 'shameful charade',Government's 10-Point reform agenda is a 'shameful charade',,"['Linda Mwananchi faction', 'Edwin Sifuna', 'Godfrey Osotsi']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-056,ANNEX-056,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Civil society activists Boniface Mwangi and Hanifa Adan are foreign-funded paid agents working against national interests,Civil society activists Boniface Mwangi and Hanifa Adan are foreign-funded paid agents working against national interests,,['coordinated troll network'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-057,ANNEX-057,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Kikuyu leadership is tribalist and divisive,Kikuyu leadership is tribalist and divisive,,['Kenya troll network'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-058,ANNEX-058,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,Kenya street protests are not genuine but paid transactions with goons,Kenya street protests are not genuine but paid transactions with goons,,['coordinated X accounts'],[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-060,ANNEX-060,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,BBC documentary on Kenya is a cheap hit job for clicks and chaos,BBC documentary on Kenya is a cheap hit job for clicks and chaos,,"['@Yasirarafat2520', '@GabrielKim254']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-061,ANNEX-061,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,"BBC doesn't care about Kenya, only wants to create chaos","BBC doesn't care about Kenya, only wants to create chaos",,"['@Yasirarafat2520', '@GabrielKim254']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-063,ANNEX-063,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,BBC is orchestrating chaos in Kenya,BBC is orchestrating chaos in Kenya,,"['@AminaTisha94086', '@mzeemzima100', '@miss_tokyo3', '@bonsoul_ke', '@WilliamKiptoo25']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
ANNEX-066,ANNEX-066,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,,DISINFO,,BBS Mall owners petition NCIC over Gachagua's fraud claims,BBS Mall owners petition NCIC over Gachagua's fraud claims,,"['@Lyre__Bird', '@_Shekhe', '@kenyamzeesiraj', '@Bish311437', '@MohamedAbuno']",[],3,LOW,annex_claims,Monitoring Annex,0,active,False,,,,
report_synthesis-004,report_synthesis-004,2025-01-01,2025-01-01,Kenya,POTENTIAL,Potential Disinformation,,INDICATED,DISINFO,,Kilifi foreign billionaire land rumor,"Rumor spread that a foreign billionaire was buying coastal land for development, framing land acquisition as existential threat to local communities and outsider control.",Community mobilization against perceived outside threat,"[""['Rumor originators', 'Local communities']""]","[""['Social media', 'Community networks']""]",3,INDICATED,report_synthesis,Catalogue,0,active,False,,,Report synthesis - Kilifi section,
